Age,Gender,Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural
17,Female,6.48,Smartphone,True,None,Rural
15,Male,5.88,TV,True,None,Urban
17,Male,6.03,Laptop,True,Poor Sleep,Urban
17,Female,5.55,TV,True,Poor Sleep,Rural
17,Male,4.89,TV,True,"Poor Sleep, Anxiety",Urban
10,Female,0.6,Smartphone,False,None,Urban
16,Male,6.41,Laptop,True,None,Urban
14,Female,3.79,Smartphone,True,Poor Sleep,Rural
11,Female,4.95,Laptop,True,None,Rural
17,Male,3.44,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Male,8.29,Smartphone,True,Anxiety,Urban
9,Male,6.34,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,5.47,TV,True,Poor Sleep,Urban
15,Male,4.24,TV,True,"Anxiety, Obesity Risk",Urban
11,Female,3.71,Laptop,True,Poor Sleep,Urban
16,Female,6.02,Laptop,True,Anxiety,Rural
12,Male,6.42,Smartphone,True,"Poor Sleep, Anxiety",Urban
16,Female,4.03,TV,True,Poor Sleep,Urban
11,Male,5.26,TV,True,None,Urban
17,Female,4.14,Smartphone,True,"Poor Sleep, Eye Strain",Rural
12,Male,5.93,Smartphone,True,Eye Strain,Urban
16,Female,4.14,Smartphone,True,Poor Sleep,Urban
15,Female,5.08,Tablet,True,None,Urban
10,Male,5.95,TV,True,Poor Sleep,Urban
8,Female,0.36,Smartphone,False,None,Urban
10,Female,6.46,TV,True,Eye Strain,Urban
11,Female,3.84,TV,True,None,Urban
9,Female,0.02,Tablet,False,None,Urban
8,Male,2.62,Smartphone,True,None,Urban
14,Male,2.63,Smartphone,False,None,Urban
15,Female,2.58,Laptop,False,None,Urban
14,Male,2.32,Smartphone,False,None,Urban
12,Male,3.11,TV,True,Poor Sleep,Rural
8,Female,5.12,TV,True,Eye Strain,Urban
14,Female,6.59,Laptop,True,Obesity Risk,Rural
14,Male,5.01,Smartphone,True,None,Urban
16,Male,3.68,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,2.51,Smartphone,True,None,Urban
16,Female,4.23,Tablet,True,Poor Sleep,Urban
8,Male,4.59,Tablet,True,Poor Sleep,Urban
8,Female,4.42,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Female,2.84,Laptop,False,None,Urban
16,Male,3.31,Smartphone,True,None,Rural
13,Female,7.19,TV,True,"Poor Sleep, Anxiety",Urban
18,Female,3.6,TV,True,"Poor Sleep, Eye Strain",Urban
10,Female,5.24,Smartphone,True,Anxiety,Urban
8,Male,5.67,Smartphone,True,"Poor Sleep, Eye Strain",Rural
11,Female,2.65,Smartphone,False,None,Rural
16,Male,3.82,Tablet,True,Poor Sleep,Urban
10,Female,8.29,TV,True,Poor Sleep,Urban
16,Female,6.42,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Female,5.57,Smartphone,True,Obesity Risk,Urban
11,Male,3.11,Smartphone,True,None,Urban
10,Male,4.22,Tablet,True,"Poor Sleep, Anxiety",Urban
17,Male,4.27,Laptop,True,Poor Sleep,Rural
12,Male,5.3,TV,True,Poor Sleep,Rural
12,Male,6.1,TV,True,Poor Sleep,Urban
10,Female,3.38,Tablet,True,None,Urban
16,Female,5.01,Smartphone,True,"Poor Sleep, Anxiety",Rural
11,Male,3.15,Smartphone,True,Poor Sleep,Urban
18,Male,3.26,Laptop,True,"Poor Sleep, Eye Strain",Urban
12,Male,5.3,Tablet,True,Anxiety,Urban
11,Female,4.1,Smartphone,True,Poor Sleep,Urban
12,Female,3.11,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
14,Male,4.91,Smartphone,True,Poor Sleep,Urban
16,Male,5.39,Smartphone,True,None,Rural
14,Male,5.41,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,5.04,TV,True,"Eye Strain, Anxiety, Obesity Risk",Urban
17,Male,7.59,Laptop,True,Eye Strain,Urban
17,Female,4.71,Smartphone,True,Poor Sleep,Urban
14,Female,5.96,Laptop,True,Eye Strain,Rural
17,Female,6.92,Smartphone,True,Poor Sleep,Rural
12,Male,3.49,Smartphone,True,Eye Strain,Rural
10,Female,3.48,Smartphone,True,Poor Sleep,Urban
14,Male,5.31,Smartphone,True,None,Urban
18,Male,5.78,Laptop,True,"Poor Sleep, Anxiety",Rural
18,Female,3.78,Smartphone,True,Poor Sleep,Rural
9,Male,7.07,TV,True,None,Rural
16,Male,4.39,Smartphone,True,Poor Sleep,Urban
17,Male,6.43,Laptop,True,Obesity Risk,Urban
17,Male,3.37,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Male,6.39,Tablet,True,Anxiety,Rural
13,Female,5.96,Laptop,True,Poor Sleep,Urban
14,Male,5.14,Laptop,True,None,Urban
15,Female,3.83,Smartphone,True,"Poor Sleep, Eye Strain",Rural
17,Male,3.94,Smartphone,True,Eye Strain,Urban
16,Male,5.44,Tablet,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,3.62,TV,True,"Poor Sleep, Eye Strain",Urban
18,Female,2.9,Smartphone,False,None,Urban
17,Male,4,Laptop,True,"Poor Sleep, Obesity Risk",Rural
9,Male,5.51,TV,True,Poor Sleep,Urban
12,Female,3.58,Smartphone,True,None,Urban
12,Female,4.6,Laptop,True,Eye Strain,Rural
13,Female,3.29,Tablet,True,"Poor Sleep, Eye Strain",Urban
10,Male,1.67,Tablet,False,None,Urban
15,Female,3.65,Smartphone,True,"Poor Sleep, Eye Strain",Rural
13,Female,6.74,Laptop,True,"Poor Sleep, Obesity Risk",Rural
11,Male,3.94,Smartphone,True,Anxiety,Urban
8,Female,0.73,Tablet,False,None,Rural
14,Female,3.92,TV,True,"Poor Sleep, Eye Strain",Urban
16,Female,3.74,Tablet,True,"Poor Sleep, Anxiety",Rural
11,Male,6.17,Laptop,True,Anxiety,Urban
11,Male,4.25,Smartphone,True,None,Urban
13,Male,3.81,Tablet,True,Poor Sleep,Urban
10,Female,6.51,Smartphone,True,Eye Strain,Urban
13,Male,4.03,Smartphone,True,Poor Sleep,Urban
14,Female,4.87,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Male,3.82,Smartphone,True,Eye Strain,Urban
17,Male,3.92,Smartphone,True,"Poor Sleep, Eye Strain",Urban
17,Male,3.63,Smartphone,True,None,Rural
10,Female,4.83,TV,True,Poor Sleep,Urban
14,Female,4.91,Smartphone,True,Poor Sleep,Urban
10,Female,4.8,Smartphone,True,Poor Sleep,Urban
9,Male,2.71,TV,True,None,Urban
17,Female,6.13,Smartphone,True,Poor Sleep,Urban
11,Female,5.56,Laptop,True,None,Rural
15,Male,5.12,TV,True,None,Urban
16,Male,4.16,Smartphone,True,Eye Strain,Urban
14,Male,3.74,TV,True,"Poor Sleep, Eye Strain",Rural
8,Male,5.25,Tablet,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10,Female,2.08,Tablet,True,None,Urban
16,Female,3.75,Smartphone,True,None,Urban
8,Male,4.44,TV,True,None,Urban
16,Male,4.07,Smartphone,True,Poor Sleep,Urban
15,Female,4.94,Smartphone,True,Poor Sleep,Rural
8,Male,4.14,TV,True,None,Rural
13,Male,5.75,Smartphone,True,None,Urban
12,Female,5.91,Laptop,True,None,Urban
13,Female,2.9,Smartphone,False,None,Urban
17,Male,4.35,Smartphone,True,None,Urban
12,Male,5.37,Smartphone,True,None,Urban
13,Male,3.88,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Male,4.67,TV,True,None,Urban
18,Male,5.47,Smartphone,True,Poor Sleep,Rural
12,Male,5.98,Smartphone,True,None,Rural
11,Female,4.44,Laptop,True,None,Rural
10,Female,1.53,Smartphone,False,None,Urban
10,Male,2.59,Smartphone,True,None,Urban
11,Female,6.91,Laptop,True,"Eye Strain, Anxiety",Urban
16,Female,4.61,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
9,Male,4.5,Smartphone,True,Eye Strain,Urban
16,Male,3.2,Smartphone,True,None,Rural
8,Male,2.85,Smartphone,True,None,Urban
8,Male,3.35,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Male,4.58,Laptop,True,Obesity Risk,Urban
13,Female,4.65,Smartphone,True,"Poor Sleep, Anxiety",Urban
13,Male,5.26,Smartphone,True,None,Rural
10,Male,5.45,Smartphone,True,None,Urban
14,Male,2.89,TV,False,None,Urban
16,Female,4.42,Laptop,True,"Poor Sleep, Anxiety",Urban
18,Male,2.81,Smartphone,False,None,Urban
17,Male,4.15,Tablet,True,"Poor Sleep, Eye Strain",Urban
15,Female,5.35,Smartphone,True,Eye Strain,Urban
13,Female,5,Smartphone,True,Poor Sleep,Rural
15,Male,6.07,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,3.3,Smartphone,True,None,Rural
15,Female,5.96,TV,True,Eye Strain,Urban
17,Male,2.24,Tablet,False,None,Urban
11,Female,2.67,Laptop,False,None,Urban
17,Female,5.18,TV,True,Poor Sleep,Rural
15,Female,4.32,TV,True,Poor Sleep,Urban
17,Male,2.96,Smartphone,False,None,Urban
9,Male,2.87,Tablet,True,None,Urban
12,Female,5.27,Smartphone,True,Eye Strain,Rural
16,Male,5.28,TV,True,None,Urban
11,Male,6.02,Smartphone,True,"Eye Strain, Obesity Risk",Urban
18,Male,3.01,Smartphone,True,Poor Sleep,Rural
13,Female,6.33,Smartphone,True,Eye Strain,Urban
8,Male,3.24,Smartphone,True,None,Rural
16,Female,4.68,TV,True,None,Urban
8,Male,2.96,TV,True,None,Rural
12,Female,5.54,Tablet,True,None,Urban
11,Male,3.14,Smartphone,True,Poor Sleep,Urban
10,Male,6.1,TV,True,"Eye Strain, Anxiety, Obesity Risk",Rural
13,Male,4.9,TV,True,None,Urban
10,Female,5.54,Smartphone,True,Poor Sleep,Urban
12,Male,4.96,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Female,5.84,Smartphone,True,None,Urban
17,Female,3.25,TV,True,None,Rural
15,Male,5.73,Smartphone,True,Poor Sleep,Urban
9,Male,7.07,Smartphone,True,"Poor Sleep, Anxiety",Urban
18,Female,5.21,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,5.18,TV,True,None,Rural
14,Female,4.89,Smartphone,True,None,Rural
15,Female,4.64,Laptop,True,Poor Sleep,Urban
8,Male,3.16,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Female,4.45,TV,True,"Poor Sleep, Anxiety",Urban
8,Male,3.42,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Female,1.62,Smartphone,False,None,Urban
8,Male,6.88,Smartphone,True,None,Urban
18,Male,6.4,TV,True,None,Urban
12,Female,2.44,Smartphone,False,None,Urban
17,Male,5.76,Smartphone,True,Poor Sleep,Urban
16,Female,5.25,TV,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
13,Male,4.93,Laptop,True,None,Urban
18,Male,5.54,Laptop,True,"Eye Strain, Anxiety",Rural
18,Male,4.77,TV,True,None,Urban
8,Female,2.03,TV,True,None,Rural
8,Male,1.02,TV,False,None,Urban
9,Female,3.98,Smartphone,True,Poor Sleep,Urban
16,Female,3.63,Smartphone,True,"Poor Sleep, Eye Strain",Urban
10,Female,3.27,TV,True,Poor Sleep,Urban
8,Female,5.91,TV,True,Poor Sleep,Rural
12,Female,5.09,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
14,Female,5.27,Laptop,True,"Poor Sleep, Anxiety",Urban
13,Male,4.63,Tablet,True,Eye Strain,Rural
12,Male,4.79,Tablet,True,Poor Sleep,Urban
12,Female,4.19,Laptop,True,"Poor Sleep, Eye Strain",Urban
13,Male,3.26,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
10,Female,4.19,TV,True,"Poor Sleep, Obesity Risk",Urban
12,Female,3.69,TV,True,"Poor Sleep, Eye Strain",Rural
14,Male,3.18,Smartphone,True,Poor Sleep,Urban
12,Female,3.65,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
12,Female,5.15,TV,True,None,Urban
12,Female,4.83,TV,True,Eye Strain,Urban
17,Female,6.38,Smartphone,True,"Poor Sleep, Eye Strain",Urban
17,Female,4.83,Laptop,True,Poor Sleep,Urban
8,Female,3.58,Smartphone,True,"Poor Sleep, Anxiety",Rural
12,Male,6.08,TV,True,Eye Strain,Urban
16,Female,4.65,Tablet,True,"Poor Sleep, Anxiety",Urban
8,Male,3.32,Tablet,True,"Poor Sleep, Eye Strain",Rural
10,Male,0.46,TV,False,None,Rural
11,Female,2.3,Tablet,False,None,Urban
8,Male,10.12,TV,True,Poor Sleep,Urban
15,Male,3.18,Laptop,True,None,Urban
9,Male,2.06,TV,True,None,Urban
15,Male,4.89,TV,True,Obesity Risk,Urban
14,Male,3.02,Tablet,True,None,Rural
17,Male,2.97,Tablet,False,None,Urban
17,Female,3.2,Smartphone,True,None,Urban
9,Female,7.87,Tablet,True,None,Urban
13,Female,6.76,Smartphone,True,None,Urban
13,Male,5.3,Smartphone,True,Poor Sleep,Urban
10,Female,3.49,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,3.3,TV,True,Poor Sleep,Urban
9,Male,1.04,TV,False,None,Urban
13,Female,5.51,TV,True,"Poor Sleep, Obesity Risk",Urban
12,Female,3.99,Laptop,True,Eye Strain,Urban
18,Male,2.7,Laptop,False,None,Urban
16,Female,5.13,Smartphone,True,"Poor Sleep, Eye Strain",Rural
8,Male,1.65,TV,False,None,Rural
14,Female,3.54,Smartphone,True,Poor Sleep,Urban
12,Male,4.54,TV,True,Anxiety,Rural
12,Male,4.06,TV,True,Anxiety,Rural
9,Female,2.71,TV,True,None,Urban
18,Male,5.15,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Female,9.22,TV,True,"Poor Sleep, Eye Strain",Urban
14,Female,6.79,Tablet,True,None,Rural
13,Female,3.33,Smartphone,True,Obesity Risk,Rural
9,Female,6.23,TV,True,Poor Sleep,Urban
13,Female,3.71,TV,True,Poor Sleep,Urban
9,Male,5.25,Tablet,True,"Eye Strain, Anxiety",Urban
9,Male,6.78,TV,True,Poor Sleep,Rural
9,Male,3.37,Smartphone,True,Poor Sleep,Urban
18,Male,4.01,Smartphone,True,"Anxiety, Obesity Risk",Urban
10,Male,5.74,TV,True,Poor Sleep,Urban
9,Male,11,Smartphone,True,"Poor Sleep, Eye Strain",Rural
11,Female,5.01,Smartphone,True,Obesity Risk,Urban
16,Male,3.08,Smartphone,True,Poor Sleep,Urban
13,Female,5.65,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Female,6.02,TV,True,None,Urban
15,Female,4.34,Smartphone,True,Poor Sleep,Rural
14,Female,3.83,Smartphone,True,Poor Sleep,Urban
17,Male,4.42,TV,True,Eye Strain,Rural
10,Male,3.58,TV,True,"Poor Sleep, Anxiety",Urban
8,Male,11.97,Tablet,True,Poor Sleep,Rural
12,Female,5.07,Smartphone,True,Anxiety,Urban
11,Female,3.99,Smartphone,True,None,Urban
17,Male,5.73,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
15,Female,5.77,TV,True,"Poor Sleep, Eye Strain",Urban
8,Female,6.44,Smartphone,True,Obesity Risk,Urban
17,Male,3.52,TV,True,Obesity Risk,Rural
8,Female,7.04,Smartphone,True,Anxiety,Rural
11,Female,3.64,Laptop,True,Eye Strain,Rural
15,Female,6.59,Smartphone,True,Poor Sleep,Urban
12,Female,3.19,Tablet,True,Anxiety,Urban
9,Male,1.88,TV,False,None,Rural
13,Female,2.17,Smartphone,False,None,Urban
12,Female,4.65,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Male,7.04,TV,True,None,Urban
18,Male,5.26,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
18,Female,5.02,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,4.79,TV,True,Eye Strain,Urban
16,Male,5.58,Smartphone,True,Eye Strain,Urban
14,Female,5.91,Smartphone,True,Poor Sleep,Rural
14,Male,4.41,Tablet,True,"Poor Sleep, Obesity Risk",Urban
18,Male,3.05,TV,True,"Poor Sleep, Eye Strain",Urban
13,Male,4.99,TV,True,None,Urban
15,Female,2.43,Smartphone,False,None,Rural
11,Female,4.24,Smartphone,True,None,Urban
15,Male,4.9,Tablet,True,Poor Sleep,Urban
11,Female,5.1,Smartphone,True,None,Urban
15,Female,4.38,Laptop,True,None,Rural
16,Female,4.84,Laptop,True,None,Urban
10,Female,7.16,TV,True,Poor Sleep,Urban
10,Female,3,TV,True,None,Urban
18,Female,3.95,Smartphone,True,Poor Sleep,Urban
9,Male,5.47,Tablet,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
17,Male,6.86,Smartphone,True,"Poor Sleep, Anxiety",Rural
10,Male,4.74,Smartphone,True,None,Urban
10,Male,4.05,Smartphone,True,Poor Sleep,Rural
12,Female,5.4,TV,True,Poor Sleep,Rural
12,Female,5.82,Laptop,True,"Poor Sleep, Anxiety",Urban
9,Female,4.3,Tablet,True,Poor Sleep,Urban
17,Female,4.22,TV,True,"Poor Sleep, Obesity Risk",Urban
13,Female,4.89,Laptop,True,"Eye Strain, Anxiety",Urban
12,Female,4.28,TV,True,Poor Sleep,Rural
13,Male,3.83,Smartphone,True,None,Urban
8,Female,5.22,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Female,4.48,Tablet,True,"Poor Sleep, Eye Strain",Urban
16,Male,1.75,TV,False,None,Urban
17,Male,3.17,TV,True,"Poor Sleep, Eye Strain",Rural
9,Male,0.79,Smartphone,False,None,Rural
8,Male,5.84,Tablet,True,None,Urban
17,Male,2.23,Laptop,False,None,Urban
18,Female,4.31,TV,True,Eye Strain,Urban
16,Male,6.01,Laptop,True,None,Urban
17,Female,6,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Female,2.61,Smartphone,False,None,Urban
16,Female,4.13,TV,True,None,Urban
13,Female,4.14,Laptop,True,"Poor Sleep, Eye Strain",Urban
15,Male,6.83,Tablet,True,Anxiety,Rural
18,Female,4.55,Laptop,True,Poor Sleep,Urban
8,Female,7.22,TV,True,None,Urban
17,Male,5.7,Smartphone,True,"Poor Sleep, Eye Strain",Rural
11,Female,5.55,Smartphone,True,None,Urban
8,Female,2.23,Smartphone,True,None,Urban
15,Female,4.2,Smartphone,True,Poor Sleep,Urban
8,Male,4.48,Smartphone,True,Eye Strain,Rural
10,Female,3.53,Smartphone,True,Poor Sleep,Urban
11,Male,3.46,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Male,5.33,Smartphone,True,Poor Sleep,Urban
13,Female,3.45,TV,True,Eye Strain,Rural
17,Male,4.47,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Female,2.89,Smartphone,False,None,Rural
15,Male,3.44,Tablet,True,Eye Strain,Urban
9,Male,6.14,Tablet,True,Eye Strain,Urban
17,Female,4.7,Smartphone,True,Poor Sleep,Urban
18,Male,2.68,Smartphone,False,None,Urban
15,Male,5.16,Laptop,True,Poor Sleep,Urban
14,Male,3.62,Smartphone,True,"Poor Sleep, Eye Strain",Rural
10,Male,1.64,Smartphone,False,None,Urban
14,Male,3.9,Smartphone,True,None,Urban
18,Male,4.58,Smartphone,True,"Poor Sleep, Eye Strain",Urban
9,Male,6.77,TV,True,Eye Strain,Urban
17,Male,3.7,TV,True,Poor Sleep,Urban
13,Male,4.32,Laptop,True,"Eye Strain, Obesity Risk",Urban
10,Male,2.41,Tablet,True,None,Urban
10,Male,6.08,TV,True,"Poor Sleep, Anxiety, Obesity Risk",Rural
16,Male,1.69,Tablet,False,None,Rural
14,Male,4.86,Laptop,True,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
12,Male,4.84,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
17,Female,4.69,Laptop,True,"Poor Sleep, Anxiety",Urban
14,Male,3.09,TV,True,None,Urban
16,Male,5.02,TV,True,Eye Strain,Rural
8,Male,2.52,Smartphone,True,None,Urban
14,Male,4.77,Smartphone,True,None,Urban
13,Female,4.65,Smartphone,True,Poor Sleep,Urban
17,Male,6.42,Smartphone,True,"Eye Strain, Obesity Risk",Urban
16,Male,3.74,Smartphone,True,"Poor Sleep, Anxiety",Urban
8,Male,2.79,Smartphone,True,None,Urban
11,Female,4.28,Laptop,True,None,Rural
16,Male,7.11,Laptop,True,Anxiety,Rural
11,Female,4.87,Smartphone,True,"Poor Sleep, Eye Strain",Urban
17,Male,4.09,TV,True,"Poor Sleep, Anxiety",Urban
10,Male,1.85,Smartphone,False,None,Urban
16,Male,2.56,TV,False,None,Rural
9,Male,2.14,TV,True,None,Urban
11,Female,4.23,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
13,Male,4.77,Laptop,True,None,Rural
9,Male,3.68,Smartphone,True,Poor Sleep,Urban
15,Male,5.96,Smartphone,True,"Poor Sleep, Anxiety",Urban
15,Female,6.59,Smartphone,True,Anxiety,Rural
8,Male,5.03,Smartphone,True,None,Urban
10,Female,3.59,Tablet,True,"Poor Sleep, Obesity Risk",Urban
17,Male,3.03,TV,True,"Poor Sleep, Obesity Risk",Urban
16,Male,4.98,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Male,2.97,Smartphone,False,None,Urban
13,Female,5.59,Laptop,True,"Poor Sleep, Anxiety",Rural
11,Female,4.9,Smartphone,True,Poor Sleep,Urban
17,Male,6.71,Smartphone,True,"Poor Sleep, Eye Strain",Rural
9,Female,2.79,Smartphone,True,None,Urban
18,Female,4.71,Smartphone,True,"Poor Sleep, Eye Strain",Rural
15,Female,4.06,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,5.42,Laptop,True,Eye Strain,Urban
13,Female,6.14,Smartphone,True,"Poor Sleep, Eye Strain",Urban
12,Male,4.44,TV,True,Eye Strain,Urban
16,Male,4.16,Smartphone,True,"Poor Sleep, Eye Strain",Rural
8,Male,6.48,Tablet,True,None,Rural
12,Female,4.86,Smartphone,True,None,Urban
13,Male,3.79,Smartphone,True,Poor Sleep,Urban
12,Male,3.96,Tablet,True,Poor Sleep,Rural
13,Female,6.34,Laptop,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
13,Male,3.47,Tablet,True,Poor Sleep,Urban
14,Male,5.32,TV,True,None,Urban
11,Female,6.2,TV,True,"Poor Sleep, Anxiety",Urban
18,Male,5.73,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
15,Male,6.77,Smartphone,True,"Eye Strain, Anxiety",Urban
14,Female,4.51,TV,True,None,Rural
16,Male,3.72,Smartphone,True,"Eye Strain, Anxiety, Obesity Risk",Urban
14,Male,4.96,Laptop,True,Poor Sleep,Urban
10,Female,2.96,TV,True,None,Urban
10,Male,2.55,TV,True,None,Rural
15,Female,4.11,Tablet,True,"Eye Strain, Anxiety",Urban
12,Male,4.16,Laptop,True,"Eye Strain, Anxiety",Urban
11,Female,5.59,Smartphone,True,Poor Sleep,Rural
15,Female,4.99,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
13,Male,2.5,Smartphone,False,None,Rural
9,Male,5.79,Tablet,True,Poor Sleep,Urban
11,Female,8.55,Tablet,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
18,Female,5.12,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
11,Male,5.06,Smartphone,True,None,Urban
13,Male,6.01,Smartphone,True,Poor Sleep,Urban
13,Female,3.47,Tablet,True,Eye Strain,Rural
8,Male,4.07,TV,True,Poor Sleep,Urban
15,Female,5.56,Smartphone,True,Poor Sleep,Rural
13,Male,4.23,TV,True,"Poor Sleep, Obesity Risk",Urban
10,Male,5.49,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
16,Female,4.16,Smartphone,True,Eye Strain,Urban
9,Male,1.76,Smartphone,False,None,Rural
18,Female,4.32,Smartphone,True,Poor Sleep,Urban
15,Male,4.12,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
17,Female,6.34,Tablet,True,Eye Strain,Urban
10,Female,2.28,TV,True,None,Urban
12,Male,2.85,Tablet,False,None,Rural
13,Female,4.18,Smartphone,True,Poor Sleep,Urban
17,Male,4.92,Smartphone,True,None,Urban
13,Female,3.07,TV,True,"Poor Sleep, Eye Strain",Urban
11,Female,3.05,Smartphone,True,Poor Sleep,Urban
10,Female,13.01,Smartphone,True,"Poor Sleep, Anxiety",Urban
11,Female,4.33,Smartphone,True,Eye Strain,Rural
8,Male,2.64,TV,True,None,Urban
11,Male,5.61,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
8,Male,1.52,Smartphone,False,None,Rural
8,Female,4.31,Smartphone,True,"Eye Strain, Anxiety",Urban
17,Male,4.08,Smartphone,True,None,Rural
13,Female,4.25,Smartphone,True,Poor Sleep,Rural
12,Male,4.45,Laptop,True,Poor Sleep,Urban
18,Male,6.34,Smartphone,True,Anxiety,Urban
11,Female,3.8,Smartphone,True,None,Urban
18,Female,3.52,Tablet,True,None,Rural
10,Male,7.87,Smartphone,True,None,Rural
8,Male,1.15,Tablet,False,None,Urban
13,Female,3.11,TV,True,None,Rural
9,Female,4.15,Tablet,True,"Poor Sleep, Obesity Risk",Urban
15,Female,3.79,Laptop,True,Poor Sleep,Rural
17,Male,4.89,Smartphone,True,None,Urban
12,Female,4.53,TV,True,None,Urban
14,Female,4.16,TV,True,None,Urban
17,Male,3.85,TV,True,Poor Sleep,Urban
9,Female,0.78,TV,False,None,Urban
15,Female,5.05,Smartphone,True,Poor Sleep,Urban
9,Male,9.29,Tablet,True,Poor Sleep,Rural
11,Female,3.61,TV,True,Poor Sleep,Rural
8,Male,2.04,TV,True,None,Urban
12,Male,5.36,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Rural
16,Female,4.31,Smartphone,True,None,Rural
8,Male,4.38,Smartphone,True,Obesity Risk,Urban
16,Male,5.68,Laptop,True,"Poor Sleep, Eye Strain",Urban
18,Female,2.39,Laptop,False,None,Rural
15,Female,5.08,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Female,4.52,Smartphone,True,Poor Sleep,Urban
14,Female,4.06,Laptop,True,Poor Sleep,Urban
12,Male,5.22,Smartphone,True,None,Rural
